review_index,development_id,review_category,development_name,development_city,development_state,n_project_episodes,first_pis_year,last_pis_year,development_linkage_basis,episode_unit_totals,episode_low_income_unit_totals,state_ids,primary_addresses,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_source_2_title,pass2_source_2_type,pass2_source_2_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
56,DEV_ILA20060170,repeated_total_long_gap,GALESBURG TOWERS,GALESBURG,IL,2,2006,2022,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,123,112|123,1189421|221705,1384 N HENDERSON ST,accept,same_property_recapitalization,"Internal HUD read: ILA20060170 (PIS 2006, state ID 221705, units 123); ILA20220014 (PIS 2022, state ID 1189421, units 123). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22GALESBURG%20TOWERS%22%20%22GALESBURG%22%20%221384%20N%20HENDERSON%20ST%22%20affordable%20housing,"Galesburg Towers - 1384 N Henderson St Galesburg, IL …",property_listing_or_public_records,https://www.apartments.com/galesburg-towers-galesburg-il/v7zgw5f/?msockid=06356663fae369d7107b71f1fbb8685c,"Galesburg Towers in Galesburg, Illinois - Affordable Housing Online",housing_press,https://affordablehousingonline.com/housing-search/Illinois/Galesburg/Galesburg-Towers/10058121,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
57,DEV_ILA20060205,repeated_total_long_gap,PONTIAC TOWERS,PONTIAC,IL,2,2006,2022,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,111,103,221605,1011 W WASHINGTON ST|1011 WEST WASHINGTON STREET,accept,same_property_recapitalization,"Internal HUD read: ILA20060205 (PIS 2006, state ID 221605, units 111); ILA20220023 (PIS 2022, state ID 221605, units 111). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22PONTIAC%20TOWERS%22%20%22PONTIAC%22%20%221011%20W%20WASHINGTON%20ST%22%20affordable%20housing,"Pontiac Towers - 1011 W Washington St Pontiac, IL …",property_listing_or_public_records,https://www.apartments.com/pontiac-towers-pontiac-il/9pw1qq6/?msockid=06356663fae369d7107b71f1fbb8685c,"Pontiac Towers - Pontiac, IL | After55",housing_directory_or_other_web_source,https://www.after55.com/il/pontiac/pontiac-towers/wpw1hqk,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
58,DEV_LAA19930015,repeated_total_long_gap,BERNICE VILLA APTS.,BERNICE,LA,2,1993,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,32,32,LA-91-061,102 FOURTH STREET,accept,same_property_recapitalization,"Internal HUD read: LAA19930015 (PIS 1993, state ID LA-91-061, units 32); LAA20240003 (PIS 2024, state ID LA-91-061, units 32). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22BERNICE%20VILLA%20APTS.%22%20%22BERNICE%22%20%22102%20FOURTH%20STREET%22%20affordable%20housing,"Bernice Villa Apts. | Affordable Housing in Bernice, LA",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/louisiana/union-county/bernice/bernice-villa-apts-10532-lihtc,BERNICE VILLA APTS. | Low Income Housing | 102 FOURTH …,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-bernice-villa-apts-102-fourth-street-bernice-la-71222/,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
59,DEV_LAA19920065,repeated_total_long_gap,MAPLE RIDGE APARTMENTS,COVINGTON,LA,2,1992,2023,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,48,48,LA-90-043,20284 HIGHWAY 36,accept,same_property_recapitalization,"Internal HUD read: LAA19920065 (PIS 1992, state ID LA-90-043, units 48); LAA20230014 (PIS 2023, state ID LA-90-043, units 48). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22MAPLE%20RIDGE%20APARTMENTS%22%20%22COVINGTON%22%20%2220284%20HIGHWAY%2036%22%20affordable%20housing,"Maple Ridge TC-18 Apartments, 20284 Hwy 36, Covington, LA",housing_directory_or_other_web_source,https://www.rentcafe.com/housing/la/covington/280-maple-ridge-tc-18/default.aspx,"Maple Ridge Apartments - Affordable Housing in Covington, LA",housing_directory_or_other_web_source,https://section8search.org/louisiana/covington/maple-ridge-apartments/qscd5lfaxl7c6ohohzkwo05e,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
60,DEV_LAA19920105,repeated_total_long_gap,PONCHATOULA MEADOWS,PONCHATOULA,LA,2,1992,2023,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,32,32,LA-90-041,3200 OAK MEADOW LN,accept,same_property_recapitalization,"Internal HUD read: LAA19920105 (PIS 1992, state ID LA-90-041, units 32); LAA20230020 (PIS 2023, state ID LA-90-041, units 32). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22PONCHATOULA%20MEADOWS%22%20%22PONCHATOULA%22%20%223200%20OAK%20MEADOW%20LN%22%20affordable%20housing,"Ponchatoula Meadows - 3200 Oak Meadow Ln Ponchatoula, LA …",property_listing_or_public_records,https://www.apartments.com/ponchatoula-meadows-ponchatoula-la/316k0xf/?msockid=06356663fae369d7107b71f1fbb8685c,"Ponchatoula Meadows Apartments | Ponchatoula, LA …",housing_directory_or_other_web_source,https://www.apartmenthomeliving.com/apartment-finder/Ponchatoula-Meadows-Ponchatoula-LA-70454-6165573?msockid=06356663fae369d7107b71f1fbb8685c,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
61,DEV_MDA19930050,repeated_total_long_gap,LEX WOODS APTS,LEXINGTON PARK,MD,2,1993,2019,normalized_name_identical_multisite_set,78,78,MD-93-08001-7|MD93-08,100 LEX WOODS DR|21284 LEXWOOD,accept,same_property_recapitalization,"Internal HUD read: MDA19930050 (PIS 1993, state ID MD93-08, units 78); MDA20190006 (PIS 2019, state ID MD-93-08001-7, units 78). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22LEX%20WOODS%20APTS%22%20%22LEXINGTON%20PARK%22%20%22100%20LEX%20WOODS%20DR%22%20affordable%20housing,"Lex Woods Apts | Affordable Housing in Lexington Park, MD",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/maryland/st-marys-county/lexington-park/lex-woods-apts-13357-lihtc,"Lex Woods Apts. | Affordable Housing in Lexington Park, MD",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/maryland/st-marys-county/lexington-park/lex-woods-apts-12872-lihtc,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
62,DEV_MDA20030065,repeated_total_long_gap,PARK VIEW AT FURNACE BRANCH,GLEN BURNIE,MD,2,2003,2024,normalized_name_identical_multisite_set,101,101,MD-02-05001|MD02-05001,7466 E FURNACE BRANCH RD|FURNACE BRANCH ROAD AND ROUTE 10,accept,same_property_recapitalization,"Internal HUD read: MDA20030065 (PIS 2003, state ID MD02-05001, units 101); MDA20240059 (PIS 2024, state ID MD-02-05001, units 101). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22PARK%20VIEW%20AT%20FURNACE%20BRANCH%22%20%22GLEN%20BURNIE%22%20%227466%20E%20FURNACE%20BRANCH%20RD%22%20affordable%20housing,"Park View at Furnace Branch | Apartments in Glen Burnie, MD",housing_directory_or_other_web_source,https://furnacebranch.enterpriseresidential.org/,Park View at Furnace Branch - 7466 E Furnance …,property_listing_or_public_records,https://www.apartments.com/park-view-at-furnace-branch-glen-burnie-md/vd5vg0g/?msockid=06356663fae369d7107b71f1fbb8685c,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
63,DEV_MDA20040065,repeated_total_long_gap,PARK VIEW AT SNOWDEN RIVER,COLUMBIA,MD,2,2004,2024,normalized_name_identical_multisite_set,100,100,MD-03-08001|MD03-08001,8600 SNOWDEN RIVER PKWY|8600 WEST SNOWDEN RIVER PARKWAY,accept,same_property_recapitalization,"Internal HUD read: MDA20040065 (PIS 2004, state ID MD03-08001, units 100); MDA20240060 (PIS 2024, state ID MD-03-08001, units 100). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22PARK%20VIEW%20AT%20SNOWDEN%20RIVER%22%20%22COLUMBIA%22%20%228600%20SNOWDEN%20RIVER%20PKWY%22%20affordable%20housing,"Park View at Snowden River | Apartments in Columbia, MD",housing_directory_or_other_web_source,https://snowdenriver.enterpriseresidential.org/,PARK VIEW AT SNOWDEN RIVER | Low Income Housing | 8600 …,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-park-view-at-snowden-river-8600-snowden-river-pkwy-columbia-md-21045/,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
64,DEV_MDA19920075,repeated_total_long_gap,SCHUMAKER PLACE,SALISBURY,MD,2,1992,2020,normalized_name_identical_multisite_set,96,96,MD-90-09001-8|MD90-09,816 S SCHUMAKER DR|818 S. SCHUMAKER PLACE,accept,same_property_recapitalization,"Internal HUD read: MDA19920075 (PIS 1992, state ID MD90-09, units 96); MDA20203077 (PIS 2020, state ID MD-90-09001-8, units 96). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22SCHUMAKER%20PLACE%22%20%22SALISBURY%22%20%22816%20S%20SCHUMAKER%20DR%22%20affordable%20housing,"SCHUMAKER PLACE - SALISBURY, MD | LIHTC Affordable Housing",housing_directory_or_other_web_source,https://affordablehousingnearme.net/property/MDA19920075-schumaker-place-816-s-schumaker-dr-salisbury-md,SCHUMAKER PLACE | Low Income Housing | 816 S SCHUMAKER …,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-schumaker-place-816-s-schumaker-dr-salisbury-md-21804/,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
65,DEV_MDA19940900,repeated_total_long_gap,SILVERWOOD FARMS I,PRINCE FREDERICK,MD,2,1994,2010,normalized_name_standardized_primary_address,180,180,MD92-05|MD92-05001,100 RUNNING BROOK WAY,accept,same_property_recapitalization,"Internal HUD read: MDA19940900 (PIS 1994, state ID MD92-05, units 180); MDA20100073 (PIS 2010, state ID MD92-05001, units 180). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Bing,https://www.bing.com/search?q=%22SILVERWOOD%20FARMS%20I%22%20%22PRINCE%20FREDERICK%22%20%22100%20RUNNING%20BROOK%20WAY%22%20affordable%20housing,SILVERWOOD FARMS I | Low Income Housing | 100 RUNNING …,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-silverwood-farms-i-100-running-brook-way-prince-frederick-md-20678/,"Silverwood Farms I in Prince Frederick, Maryland - MDA19940900",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/19278/silverwood-farms-i-mda19940900,Outside read via Bing: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_recapitalization,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
